,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Totals,Totals.1,Totals.2,Totals.3,Totals.4,Totals.5,Totals.6,Totals.7,Totals.8,Totals.9,Totals.10,Totals.11,Totals.12,Totals.13,Totals.14,Totals.15,Shooting,Shooting.1,Shooting.2,Per Game,Per Game.1,Per Game.2,Per Game.3
71,65,Cody Martin,"Oct 25, '19, CHO vs. MIN",24,1,48,903,89,207,18,77,42,65,38,158,95,39,9,44,78,238,.430,.234,.646,18.8,5.0,3.3,2.0
72,66,Jeremiah Martin,"Jan 31, '20, BRK vs. CHI",23,1,9,99,24,53,5,18,11,14,1,10,18,7,2,4,7,64,.453,.278,.786,11.0,7.1,1.1,2.0
73,67,Kelan Martin,"Oct 25, '19, MIN @ CHO",24,1,31,495,71,181,25,96,30,31,12,96,23,7,9,20,51,197,.392,.260,.968,16.0,6.4,3.1,0.7
74,68,Garrison Mathews,"Oct 23, '19, WAS @ DAL",23,1,18,227,24,56,19,46,31,34,6,24,10,8,1,8,32,98,.429,.413,.912,12.6,5.4,1.3,0.6
75,69,Jalen McDaniels,"Oct 25, '19, CHO vs. MIN",22,1,16,293,33,70,9,24,14,17,15,65,13,8,3,11,36,89,.471,.375,.824,18.3,5.6,4.1,0.8
76,70,Jordan McLaughlin,"Nov 6, '19, MIN @ MEM",23,1,30,590,87,178,29,76,26,39,7,49,125,34,4,31,31,229,.489,.382,.667,19.7,7.6,1.6,4.2
77,71,Nicolò Melli,"Oct 22, '19, NOP @ TOR",29,1,60,1042,136,323,69,206,54,73,38,180,82,34,23,46,124,395,.421,.335,.740,17.4,6.6,3.0,1.4
78,72,Eric Mika,"Feb 1, '20, SAC vs. LAL",25,1,1,19,2,3,0,0,2,2,2,7,0,0,0,0,5,6,.667,,1.000,19.0,6.0,7.0,0.0
79,73,Adam Mokoka,"Dec 28, '19, CHI vs. ATL",21,1,11,112,12,28,6,15,2,4,7,10,4,4,0,2,17,32,.429,.400,.500,10.2,2.9,0.9,0.4
80,74,Matt Mooney,"Jan 20, '20, CLE vs. NYK",22,1,4,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2,.250,.000,,4.8,0.5,0.8,0.3
81,75,Ja Morant,"Oct 23, '19, MEM @ MIA",20,1,67,2074,447,937,60,179,239,308,51,259,488,58,18,220,110,1193,.477,.335,.776,31.0,17.8,3.9,7.3
82,76,Juwan Morgan,"Nov 27, '19, UTA @ IND",22,1,21,134,15,26,3,8,3,4,10,29,6,1,2,6,19,36,.577,.375,.750,6.4,1.7,1.4,0.3
83,77,Mychal Mulder,"Feb 27, '20, GSW vs. LAL",25,1,7,204,26,67,16,52,9,12,3,23,8,2,1,5,20,77,.388,.308,.750,29.1,11.0,3.3,1.1
84,78,Malik Newman,"Feb 9, '20, CLE vs. LAC",22,1,1,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2,.000,.000,1.000,4.0,2.0,0.0,0.0
85,79,Zach Norvell,"Oct 25, '19, LAL vs. UTA",22,1,5,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10,.250,.375,1.000,8.2,2.0,1.2,0.6
86,80,Jaylen Nowell,"Nov 6, '19, MIN @ MEM",20,1,15,151,19,53,3,26,16,17,3,13,19,3,1,3,11,57,.358,.115,.941,10.1,3.8,0.9,1.3
87,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
89,81,Kendrick Nunn,"Oct 23, '19, MIA vs. MEM",24,1,67,1962,401,914,137,391,85,100,21,180,220,56,15,114,152,1024,.439,.350,.850,29.3,15.3,2.7,3.3
90,82,KZ Okpala,"Oct 23, '19, MIA vs. MEM",20,1,5,26,3,5,0,1,1,2,1,5,1,2,1,1,2,7,.600,.000,.500,5.2,1.4,1.0,0.2
91,83,Miye Oni,"Nov 11, '19, UTA @ GSW",22,1,10,109,12,32,7,19,4,5,5,17,4,4,2,4,9,35,.375,.368,.800,10.9,3.5,1.7,0.4
92,84,Tariq Owens,"Feb 2, '20, PHO @ MIL",24,1,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,.200,.000,1.000,5.0,1.3,1.0,0.0
93,85,Eric Paschall,"Oct 24, '19, GSW vs. LAC",23,1,60,1654,318,640,37,129,164,212,82,275,127,32,13,94,125,837,.497,.287,.774,27.6,14.0,4.6,2.1
94,86,Anžejs Pasečņiks,"Dec 18, '19, WAS vs. CHI",24,1,27,437,61,116,0,3,34,58,42,107,18,9,12,24,75,156,.526,.000,.586,16.2,5.8,4.0,0.7
95,87,Norvel Pelle,"Nov 29, '19, PHI @ NYK",26,1,24,232,25,48,0,1,7,14,20,72,8,3,31,18,55,57,.521,.000,.500,9.7,2.4,3.0,0.3
96,88,Vincent Poirier,"Oct 26, '19, BOS @ NYK",26,1,22,130,17,36,1,2,6,7,13,43,8,2,9,8,25,41,.472,.500,.857,5.9,1.9,2.0,0.4
97,89,Shamorie Ponds,"Nov 27, '19, TOR vs. NYK",21,1,4,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9,.600,.500,1.000,2.8,2.3,0.3,0.5
98,90,Jordan Poole,"Oct 24, '19, GSW vs. LAC",20,1,57,1274,167,502,74,265,95,119,9,118,134,35,10,74,94,503,.333,.279,.798,22.4,8.8,2.1,2.4
99,91,Kevin Porter Jr.,"Oct 23, '19, CLE @ ORL",19,1,50,1162,186,421,53,158,73,101,22,162,109,46,14,93,135,498,.442,.335,.723,23.2,10.0,3.2,2.2
100,92,Michael Porter Jr.,"Oct 31, '19, DEN @ NOP",21,1,55,903,195,383,62,147,60,72,66,259,46,27,25,49,100,512,.509,.422,.833,16.4,9.3,4.7,0.8
101,93,Josh Reaves,"Jan 2, '20, DAL vs. BRK",22,1,4,28,3,9,0,2,2,2,1,3,3,0,0,0,5,8,.333,.000,1.000,7.0,2.0,0.8,0.8
102,94,Cam Reddish,"Oct 24, '19, ATL @ DET",20,1,58,1551,213,554,83,250,101,126,35,216,87,62,28,96,132,610,.384,.332,.802,26.7,10.5,3.7,1.5
103,95,Naz Reid,"Dec 8, '19, MIN @ LAL",20,1,30,495,100,243,32,97,37,53,34,124,35,19,22,22,83,269,.412,.330,.698,16.5,9.0,4.1,1.2
104,96,Justin Robinson,"Oct 23, '19, WAS @ DAL",22,1,9,49,5,12,3,5,0,0,1,5,7,0,1,3,2,13,.417,.600,,5.4,1.4,0.6,0.8
105,97,Isaiah Roby,"Jan 29, '20, OKC @ SAC",21,1,3,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0,.000,,,3.7,0.0,0.7,0.0
106,98,Luka Šamanić,"Mar 6, '20, SAS @ BRK",20,1,3,48,5,16,3,8,3,4,1,10,6,0,2,2,6,16,.313,.375,.750,16.0,5.3,3.3,2.0
107,99,Admiral Schofield,"Oct 23, '19, WAS @ DAL",22,1,33,368,35,92,19,61,10,15,7,47,15,8,4,7,50,99,.380,.311,.667,11.2,3.0,1.4,0.5
108,100,Marial Shayok,"Feb 6, '20, PHI @ MIL",24,1,4,28,3,12,2,6,3,4,1,7,1,0,1,3,4,11,.250,.333,.750,7.0,2.8,1.8,0.3
109,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
111,101,Chris Silva,"Oct 23, '19, MIA vs. MEM",23,1,44,346,48,78,0,3,37,55,60,126,23,9,21,32,85,133,.615,.000,.673,7.9,3.0,2.9,0.5
112,102,Alen Smailagić,"Dec 27, '19, GSW vs. PHO",19,1,14,139,20,40,3,13,16,19,10,27,13,3,4,11,14,59,.500,.231,.842,9.9,4.2,1.9,0.9
113,103,Max Strus,"Nov 22, '19, CHI vs. MIA",23,1,2,6,2,3,0,1,1,1,1,1,0,0,0,0,1,5,.667,.000,1.000,3.0,2.5,0.5,0.0
114,104,Matt Thomas,"Oct 26, '19, TOR @ CHI",25,1,41,440,73,150,47,99,9,12,9,61,22,10,1,16,38,202,.487,.475,.750,10.7,4.9,1.5,0.5
115,105,Matisse Thybulle,"Oct 23, '19, PHI vs. BOS",22,1,65,1287,112,265,56,157,25,41,44,107,79,94,47,51,141,305,.423,.357,.610,19.8,4.7,1.6,1.2
116,106,Juan Toscano-Anderson,"Feb 8, '20, GSW vs. LAL",26,1,13,272,29,63,8,23,3,5,9,52,26,13,5,16,30,69,.460,.348,.600,20.9,5.3,4.0,2.0
117,107,Rayjon Tucker,"Dec 30, '19, UTA vs. DET",22,1,20,161,20,43,3,17,19,23,3,20,5,1,1,8,10,62,.465,.176,.826,8.1,3.1,1.0,0.3
118,108,Gabe Vincent,"Jan 27, '20, MIA vs. ORL",23,1,9,83,8,37,6,27,0,0,0,5,6,5,0,1,6,22,.216,.222,,9.2,2.4,0.6,0.7
119,109,Dean Wade,"Nov 18, '19, CLE @ NYK",23,1,12,71,9,13,2,4,0,1,3,19,2,2,4,3,8,20,.692,.500,.000,5.9,1.7,1.6,0.2
120,110,P.J. Washington,"Oct 23, '19, CHO vs. CHI",21,1,58,1759,268,589,86,230,88,136,58,316,123,51,44,93,158,710,.455,.374,.647,30.3,12.2,5.4,2.1
121,111,Tremont Waters,"Nov 25, '19, BOS vs. SAC",22,1,11,119,14,49,4,24,8,8,0,12,16,10,2,15,13,40,.286,.167,1.000,10.8,3.6,1.1,1.5
122,112,Paul Watson,"Jan 8, '20, ATL vs. HOU",25,1,10,87,10,26,4,12,7,9,2,17,8,4,1,3,5,31,.385,.333,.778,8.7,3.1,1.7,0.8
123,113,Quinndary Weatherspoon,"Feb 8, '20, SAS @ SAC",23,1,11,78,5,17,1,5,1,2,1,7,11,3,1,5,8,12,.294,.200,.500,7.1,1.1,0.6,1.0
124,114,Coby White,"Oct 23, '19, CHI @ CHO",19,1,65,1674,312,792,133,376,102,129,28,230,175,49,6,109,117,859,.394,.354,.791,25.8,13.2,3.5,2.7
125,115,Grant Williams,"Oct 23, '19, BOS @ PHI",21,1,69,1043,87,211,24,96,39,54,59,178,68,30,36,50,163,237,.412,.250,.722,15.1,3.4,2.6,1.0
126,116,Nigel Williams-Goss,"Oct 25, '19, UTA @ LAL",25,1,10,50,5,16,2,7,2,2,2,6,6,3,1,3,6,14,.313,.286,1.000,5.0,1.4,0.6,0.6
127,117,Zion Williamson,"Jan 22, '20, NOP vs. SAS",19,1,24,668,210,360,6,14,114,178,64,150,50,16,9,59,42,540,.583,.429,.640,27.8,22.5,6.3,2.1
128,118,Justin Wright-Foreman,"Feb 21, '20, UTA vs. SAS",22,1,4,45,7,20,2,10,3,4,0,5,7,2,0,3,5,19,.350,.200,.750,11.3,4.8,1.3,1.8
1,1,Kyle Alexander,"Aug 6, '20, MIA @ MIL",23,1,2,13,1,2,0,0,0,0,2,3,0,0,0,1,1,2,.500,,,6.5,1.0,1.5,0.0
2,2,Nickeil Alexander-Walker,"Oct 22, '19, NOP @ TOR",21,1,47,591,98,266,46,133,25,37,9,84,89,17,8,54,57,267,.368,.346,.676,12.6,5.7,1.8,1.9
3,3,RJ Barrett,"Oct 23, '19, NYK @ SAS",19,1,56,1704,292,727,63,197,156,254,50,279,143,55,17,124,122,803,.402,.320,.614,30.4,14.3,5.0,2.6
4,4,Darius Bazley,"Oct 23, '19, OKC @ UTA",19,1,61,1130,125,317,49,141,43,62,30,246,41,23,41,45,55,342,.394,.348,.694,18.5,5.6,4.0,0.7
5,5,Goga Bitadze,"Oct 26, '19, IND @ CLE",20,1,54,471,70,150,8,42,24,33,25,106,23,10,37,28,65,172,.467,.190,.727,8.7,3.2,2.0,0.4
6,6,Bol Bol,"Aug 1, '20, DEN vs. MIA",20,1,7,87,14,28,4,9,8,10,5,19,6,2,6,10,11,40,.500,.444,.800,12.4,5.7,2.7,0.9
7,7,Marques Bolden,"Feb 1, '20, CLE vs. GSW",21,1,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,,,,3.0,0.0,2.0,0.0
8,8,Jordan Bone,"Nov 4, '19, DET @ WAS",22,1,10,53,5,20,2,10,0,0,0,4,8,1,0,2,6,12,.250,.200,,5.3,1.2,0.4,0.8
9,9,Brian Bowen,"Nov 12, '19, IND vs. OKC",21,1,6,31,3,10,0,2,0,0,1,7,0,0,1,1,3,6,.300,.000,,5.2,1.0,1.2,0.0
10,10,Ky Bowman,"Oct 24, '19, GSW vs. LAC",22,1,45,1015,134,321,33,107,34,41,24,121,131,44,10,70,102,335,.417,.308,.829,22.6,7.4,2.7,2.9
11,11,Jarrell Brantley,"Oct 25, '19, UTA @ LAL",23,1,9,96,10,28,3,13,1,2,2,20,11,3,5,7,7,24,.357,.231,.500,10.7,2.7,2.2,1.2
12,12,Ignas Brazdeikis,"Nov 3, '19, NYK vs. SAC",21,1,9,53,6,22,1,9,4,5,2,5,4,0,1,2,3,17,.273,.111,.800,5.9,1.9,0.6,0.4
13,13,Oshae Brissett,"Nov 18, '19, TOR vs. CHO",21,1,19,135,13,36,3,15,8,10,9,26,7,4,1,7,18,37,.361,.200,.800,7.1,1.9,1.4,0.4
14,14,Charlie Brown Jr.,"Nov 6, '19, ATL vs. CHI",22,1,10,40,6,19,3,9,5,5,2,4,2,2,2,3,3,20,.316,.333,1.000,4.0,2.0,0.4,0.2
15,15,Moses Brown,"Nov 10, '19, POR vs. ATL",20,1,9,33,4,10,0,0,3,8,3,14,1,1,1,3,7,11,.400,,.375,3.7,1.2,1.6,0.1
16,16,Devontae Cacok,"Aug 13, '20, LAL vs. SAC",23,1,1,9,3,6,0,0,0,0,2,5,1,0,0,0,0,6,.500,,,9.0,6.0,5.0,1.0
17,17,Vlatko Čančar,"Oct 31, '19, DEN @ NOP",22,1,14,45,6,15,1,6,4,4,5,10,3,1,1,3,7,17,.400,.167,1.000,3.2,1.2,0.7,0.2
18,18,Zylan Cheatham,"Nov 16, '19, NOP @ MIA",24,1,4,51,6,9,0,1,0,0,3,9,3,1,1,4,10,12,.667,.000,,12.8,3.0,2.3,0.8
19,19,Brandon Clarke,"Oct 23, '19, MEM @ MIA",23,1,58,1300,296,479,23,64,85,112,92,345,81,32,48,55,100,700,.618,.359,.759,22.4,12.1,5.9,1.4
20,20,Nic Claxton,"Nov 8, '19, BRK @ POR",20,1,15,187,27,48,1,7,11,21,19,44,16,1,8,9,14,66,.563,.143,.524,12.5,4.4,2.9,1.1
21,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
23,21,Chris Clemons,"Nov 3, '19, HOU @ MIA",22,1,33,291,57,142,37,107,10,11,4,30,27,9,6,19,26,161,.401,.346,.909,8.8,4.9,0.9,0.8
24,22,Amir Coffey,"Dec 31, '19, LAC @ SAC",22,1,18,159,23,54,6,19,6,11,4,16,14,5,2,8,20,58,.426,.316,.545,8.8,3.2,0.9,0.8
25,23,Tyler Cook,"Oct 26, '19, CLE vs. IND",22,1,13,54,8,12,0,0,7,8,6,14,1,3,0,3,5,23,.667,,.875,4.2,1.8,1.1,0.1
26,24,Jarrett Culver,"Oct 23, '19, MIN @ BRK",20,1,63,1506,230,569,66,221,54,117,70,212,110,57,38,81,125,580,.404,.299,.462,23.9,9.2,3.4,1.7
27,25,Terence Davis,"Oct 22, '19, TOR vs. NOP",22,1,72,1209,199,436,94,242,51,59,50,237,115,39,14,76,124,543,.456,.388,.864,16.8,7.5,3.3,1.6
28,26,Luguentz Dort,"Dec 6, '19, OKC vs. MIN",20,1,36,820,86,218,30,101,42,53,24,81,27,31,4,22,97,244,.394,.297,.792,22.8,6.8,2.3,0.8
29,27,Sekou Doumbouya,"Nov 23, '19, DET @ MIL",19,1,38,754,92,236,28,98,31,46,20,118,19,20,8,35,80,243,.390,.286,.674,19.8,6.4,3.1,0.5
30,28,Carsen Edwards,"Oct 23, '19, BOS @ PHI",21,1,37,351,42,128,24,76,13,19,6,47,24,12,4,15,34,121,.328,.316,.684,9.5,3.3,1.3,0.6
31,29,Tacko Fall,"Oct 26, '19, BOS @ NYK",24,1,7,33,11,14,0,0,1,3,1,15,1,1,4,3,7,23,.786,,.333,4.7,3.3,2.1,0.1
32,30,Bruno Fernando,"Oct 24, '19, ATL @ DET",21,1,56,713,103,199,5,37,29,51,67,198,49,18,17,42,107,240,.518,.135,.569,12.7,4.3,3.5,0.9
33,31,Michael Frazier,"Jan 9, '20, HOU @ OKC",25,1,13,145,7,29,4,23,9,14,1,10,2,2,0,5,22,27,.241,.174,.643,11.2,2.1,0.8,0.2
34,32,Wenyen Gabriel,"Oct 23, '19, SAC @ PHO",22,1,30,235,21,48,6,20,15,22,21,52,8,11,7,16,39,63,.438,.300,.682,7.8,2.1,1.7,0.3
35,33,Daniel Gafford,"Oct 26, '19, CHI vs. TOR",21,1,43,609,94,134,0,0,32,60,52,106,21,13,56,29,98,220,.701,,.533,14.2,5.1,2.5,0.5
36,34,Darius Garland,"Oct 23, '19, CLE @ ORL",20,1,59,1824,280,699,105,296,63,72,27,111,229,42,4,151,92,728,.401,.355,.875,30.9,12.3,1.9,3.9
37,35,Javonte Green,"Oct 25, '19, BOS vs. TOR",26,1,48,468,63,126,9,33,28,42,24,93,26,24,8,23,43,163,.500,.273,.667,9.8,3.4,1.9,0.5
38,36,Marko Guduric,"Oct 23, '19, MEM @ MIA",24,1,44,484,62,157,25,83,24,26,14,73,45,12,8,36,34,173,.395,.301,.923,11.0,3.9,1.7,1.0
39,37,Kyle Guy,"Jan 10, '20, SAC vs. MIL",22,1,3,10,2,5,0,3,0,0,0,1,1,0,0,0,1,4,.400,.000,,3.3,1.3,0.3,0.3
40,38,Rui Hachimura,"Oct 23, '19, WAS @ DAL",21,1,48,1444,254,545,25,87,116,140,78,294,87,37,8,53,105,649,.466,.287,.829,30.1,13.5,6.1,1.8
41,39,Devon Hall,"Nov 12, '19, OKC @ IND",24,1,11,81,6,30,4,17,4,8,2,7,13,4,1,5,6,20,.200,.235,.500,7.4,1.8,0.6,1.2
42,40,Donta Hall,"Feb 25, '20, DET @ DEN",22,1,9,133,15,22,0,0,9,18,14,38,4,3,6,5,23,39,.682,,.500,14.8,4.3,4.2,0.4
43,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
45,41,Jared Harper,"Oct 23, '19, PHO vs. SAC",22,1,3,8,1,4,0,2,0,0,0,0,0,0,0,0,0,2,.250,.000,,2.7,0.7,0.0,0.0
46,42,Jaxson Hayes,"Oct 28, '19, NOP vs. GSW",19,1,64,1080,174,259,1,4,123,190,97,259,56,26,55,53,161,472,.672,.250,.647,16.9,7.4,4.0,0.9
47,43,Dewan Hernandez,"Nov 18, '19, TOR vs. CHO",23,1,6,28,5,14,1,2,3,5,5,14,3,1,0,3,6,14,.357,.500,.600,4.7,2.3,2.3,0.5
48,44,Tyler Herro,"Oct 23, '19, MIA vs. MEM",20,1,55,1508,270,631,116,298,87,100,16,224,121,34,9,87,76,743,.428,.389,.870,27.4,13.5,4.1,2.2
49,45,Kevin Hervey,"Dec 26, '19, OKC vs. MEM",23,1,10,52,7,27,3,20,0,0,1,12,5,1,1,0,4,17,.259,.150,,5.2,1.7,1.2,0.5
50,46,Jaylen Hoard,"Nov 10, '19, POR vs. ATL",20,1,13,103,15,32,0,3,8,13,14,32,4,5,0,4,12,38,.469,.000,.615,7.9,2.9,2.5,0.3
51,47,Talen Horton-Tucker,"Dec 8, '19, LAL vs. MIN",19,1,6,81,14,30,4,13,2,4,2,7,6,8,1,6,10,34,.467,.308,.500,13.5,5.7,1.2,1.0
52,48,William Howard,"Feb 7, '20, HOU @ PHO",26,1,2,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0,.000,.000,,6.5,0.0,1.0,0.5
53,49,De'Andre Hunter,"Oct 24, '19, ATL @ DET",22,1,63,2018,280,683,108,304,110,144,44,286,112,44,18,103,182,778,.410,.355,.764,32.0,12.3,4.5,1.8
54,50,Justin James,"Oct 25, '19, SAC vs. POR",23,1,36,232,35,84,9,29,10,21,6,32,18,6,9,8,17,89,.417,.310,.476,6.4,2.5,0.9,0.5
55,51,DaQuan Jeffries,"Nov 15, '19, SAC @ LAL",22,1,13,141,20,40,5,18,5,6,3,18,7,4,1,2,19,50,.500,.278,.833,10.8,3.8,1.4,0.5
56,52,Ty Jerome,"Dec 2, '19, PHO @ CHO",22,1,31,328,38,113,14,50,12,16,7,46,44,15,3,18,29,102,.336,.280,.750,10.6,3.3,1.5,1.4
57,53,Cameron Johnson,"Oct 26, '19, PHO vs. LAC",23,1,57,1255,176,405,106,272,46,57,49,187,69,36,20,32,88,504,.435,.390,.807,22.0,8.8,3.3,1.2
58,54,Keldon Johnson,"Nov 22, '19, SAS @ PHI",20,1,17,301,53,89,13,22,35,44,10,57,15,14,2,13,28,154,.596,.591,.795,17.7,9.1,3.4,0.9
59,55,Mfiondu Kabengele,"Oct 24, '19, LAC @ GSW",22,1,12,64,14,32,9,20,5,5,1,11,2,2,2,2,9,42,.438,.450,1.000,5.3,3.5,0.9,0.2
60,56,Stanton Kidd,"Oct 25, '19, UTA @ LAL",27,1,4,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0,.000,.000,,3.8,0.0,0.8,0.3
61,57,Louis King,"Dec 26, '19, DET vs. WAS",20,1,10,62,8,21,4,11,0,3,1,10,5,2,0,2,10,20,.381,.364,.000,6.2,2.0,1.0,0.5
62,58,John Konchar,"Nov 9, '19, MEM vs. DAL",23,1,19,181,24,37,5,10,1,2,18,47,22,7,3,7,7,54,.649,.500,.500,9.5,2.8,2.5,1.2
63,59,Romeo Langford,"Oct 30, '19, BOS vs. MIL",20,1,32,370,28,80,5,27,18,25,15,41,13,8,8,11,33,79,.350,.185,.720,11.6,2.5,1.3,0.4
64,60,Vic Law,"Jan 26, '20, ORL vs. LAC",24,1,8,62,6,18,1,7,2,6,2,11,3,2,0,2,6,15,.333,.143,.333,7.8,1.9,1.4,0.4
65,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
67,61,Jalen Lecque,"Jan 16, '20, PHO @ NYK",19,1,5,32,4,10,0,4,2,2,0,2,2,0,0,2,3,10,.400,.000,1.000,6.4,2.0,0.4,0.4
68,62,Nassir Little,"Oct 25, '19, POR @ SAC",19,1,48,573,65,151,14,59,28,44,31,108,22,13,14,15,72,172,.430,.237,.636,11.9,3.6,2.3,0.5
69,63,Terance Mann,"Oct 24, '19, LAC @ GSW",23,1,41,362,37,79,7,20,18,27,10,55,53,11,5,18,46,99,.468,.350,.667,8.8,2.4,1.3,1.3
70,64,Caleb Martin,"Oct 25, '19, CHO vs. MIN",24,1,18,317,37,84,20,37,17,21,10,38,23,12,7,15,32,111,.440,.541,.810,17.6,6.2,2.1,1.3
71,65,Cody Martin,"Oct 25, '19, CHO vs. MIN",24,1,48,903,89,207,18,77,42,65,38,158,95,39,9,44,78,238,.430,.234,.646,18.8,5.0,3.3,2.0
72,66,Jeremiah Martin,"Jan 31, '20, BRK vs. CHI",23,1,9,99,24,53,5,18,11,14,1,10,18,7,2,4,7,64,.453,.278,.786,11.0,7.1,1.1,2.0
73,67,Kelan Martin,"Oct 25, '19, MIN @ CHO",24,1,31,495,71,181,25,96,30,31,12,96,23,7,9,20,51,197,.392,.260,.968,16.0,6.4,3.1,0.7
74,68,Garrison Mathews,"Oct 23, '19, WAS @ DAL",23,1,18,227,24,56,19,46,31,34,6,24,10,8,1,8,32,98,.429,.413,.912,12.6,5.4,1.3,0.6
75,69,Jalen McDaniels,"Oct 25, '19, CHO vs. MIN",22,1,16,293,33,70,9,24,14,17,15,65,13,8,3,11,36,89,.471,.375,.824,18.3,5.6,4.1,0.8
76,70,Jordan McLaughlin,"Nov 6, '19, MIN @ MEM",23,1,30,590,87,178,29,76,26,39,7,49,125,34,4,31,31,229,.489,.382,.667,19.7,7.6,1.6,4.2
77,71,Nicolò Melli,"Oct 22, '19, NOP @ TOR",29,1,60,1042,136,323,69,206,54,73,38,180,82,34,23,46,124,395,.421,.335,.740,17.4,6.6,3.0,1.4
78,72,Eric Mika,"Feb 1, '20, SAC vs. LAL",25,1,1,19,2,3,0,0,2,2,2,7,0,0,0,0,5,6,.667,,1.000,19.0,6.0,7.0,0.0
79,73,Adam Mokoka,"Dec 28, '19, CHI vs. ATL",21,1,11,112,12,28,6,15,2,4,7,10,4,4,0,2,17,32,.429,.400,.500,10.2,2.9,0.9,0.4
80,74,Matt Mooney,"Jan 20, '20, CLE vs. NYK",22,1,4,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2,.250,.000,,4.8,0.5,0.8,0.3
81,75,Ja Morant,"Oct 23, '19, MEM @ MIA",20,1,67,2074,447,937,60,179,239,308,51,259,488,58,18,220,110,1193,.477,.335,.776,31.0,17.8,3.9,7.3
82,76,Juwan Morgan,"Nov 27, '19, UTA @ IND",22,1,21,134,15,26,3,8,3,4,10,29,6,1,2,6,19,36,.577,.375,.750,6.4,1.7,1.4,0.3
83,77,Mychal Mulder,"Feb 27, '20, GSW vs. LAL",25,1,7,204,26,67,16,52,9,12,3,23,8,2,1,5,20,77,.388,.308,.750,29.1,11.0,3.3,1.1
84,78,Malik Newman,"Feb 9, '20, CLE vs. LAC",22,1,1,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2,.000,.000,1.000,4.0,2.0,0.0,0.0
85,79,Zach Norvell,"Oct 25, '19, LAL vs. UTA",22,1,5,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10,.250,.375,1.000,8.2,2.0,1.2,0.6
86,80,Jaylen Nowell,"Nov 6, '19, MIN @ MEM",20,1,15,151,19,53,3,26,16,17,3,13,19,3,1,3,11,57,.358,.115,.941,10.1,3.8,0.9,1.3
87,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
89,81,Kendrick Nunn,"Oct 23, '19, MIA vs. MEM",24,1,67,1962,401,914,137,391,85,100,21,180,220,56,15,114,152,1024,.439,.350,.850,29.3,15.3,2.7,3.3
90,82,KZ Okpala,"Oct 23, '19, MIA vs. MEM",20,1,5,26,3,5,0,1,1,2,1,5,1,2,1,1,2,7,.600,.000,.500,5.2,1.4,1.0,0.2
91,83,Miye Oni,"Nov 11, '19, UTA @ GSW",22,1,10,109,12,32,7,19,4,5,5,17,4,4,2,4,9,35,.375,.368,.800,10.9,3.5,1.7,0.4
92,84,Tariq Owens,"Feb 2, '20, PHO @ MIL",24,1,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,.200,.000,1.000,5.0,1.3,1.0,0.0
93,85,Eric Paschall,"Oct 24, '19, GSW vs. LAC",23,1,60,1654,318,640,37,129,164,212,82,275,127,32,13,94,125,837,.497,.287,.774,27.6,14.0,4.6,2.1
94,86,Anžejs Pasečņiks,"Dec 18, '19, WAS vs. CHI",24,1,27,437,61,116,0,3,34,58,42,107,18,9,12,24,75,156,.526,.000,.586,16.2,5.8,4.0,0.7
95,87,Norvel Pelle,"Nov 29, '19, PHI @ NYK",26,1,24,232,25,48,0,1,7,14,20,72,8,3,31,18,55,57,.521,.000,.500,9.7,2.4,3.0,0.3
